is_onepiece, not_twin, dist_twin
     0,      1,  0.387
     1,      1,  0.445
     1,      0,  0.000
     1,      1,  0.353
     1,      1,  0.305
     1,      1,  0.304
     0,      1,  0.279
     1,      1,  0.319
     1,      1,  0.125
     1,      1,  0.324
     0,      1,  0.222
     1,      1,  0.177
     1,      1,  0.322
     1,      1,  0.268
     1,      0,  0.002
     1,      1,  0.292
     1,      1,  0.262
     1,      1,  0.128
     1,      1,  0.329
     0,      1,  0.353
     1,      1,  0.410
     1,      1,  0.334
     1,      1,  0.365
     1,      1,  0.258
     1,      1,  0.118
     1,      1,  0.337
     1,      1,  0.242
     1,      1,  0.205
     1,      1,  0.332
     1,      1,  0.470
     1,      1,  0.293
     1,      1,  0.223
     1,      1,  0.115
     1,      1,  0.092
     1,      1,  0.517
     1,      1,  0.480
     1,      0,  0.000
     1,      1,  0.312
     1,      1,  0.188
     1,      1,  0.401
     1,      0,  0.000
     1,      1,  0.354
     0,      1,  0.322
     1,      1,  0.414
     1,      1,  0.231
     1,      1,  0.183
     1,      1,  0.353
     1,      0,  0.002
     1,      0,  0.001
     1,      1,  0.375
     1,      1,  0.473
     1,      1,  0.188
     1,      1,  0.181
     1,      1,  0.183
     1,      1,  0.056
     1,      1,  0.386
     1,      1,  0.278
     1,      1,  0.381
     0,      1,  0.500
     1,      1,  0.333
     0,      1,  0.360
     0,      1,  0.338
     1,      1,  0.168
     1,      1,  0.353
     1,      0,  0.000
     0,      1,  0.326
     1,      1,  0.426
     1,      1,  0.353
     1,      1,  0.386
     1,      1,  0.295
     1,      0,  0.000
     1,      1,  0.228
     1,      1,  0.204
     0,      1,  0.323
     1,      0,  0.001
     1,      1,  0.367
     0,      1,  0.327
     1,      0,  0.001
     1,      1,  0.360
     0,      1,  0.229
     0,      1,  0.346
     1,      1,  0.158
     1,      1,  0.428
     1,      1,  0.301
     1,      0,  0.001
     1,      1,  0.324
     1,      1,  0.490
     1,      1,  0.216
     0,      1,  0.352
     1,      1,  0.242
     1,      0,  0.000
     1,      1,  0.387
     1,      1,  0.245
     1,      1,  0.191
     1,      1,  0.275
     1,      1,  0.169
     1,      1,  0.418
     0,      1,  0.192
     0,      1,  0.368
     1,      1,  0.375
     1,      1,  0.372
     0,      1,  0.371
     1,      1,  0.265
     1,      1,  0.340
     0,      1,  0.263
     1,      1,  0.348
     1,      0,  0.001
     1,      1,  0.367
     1,      1,  0.325
     1,      1,  0.351
     1,      1,  0.265
     0,      1,  0.265
     1,      0,  0.000
     1,      1,  0.330
     1,      0,  0.000
     1,      1,  0.274
     1,      1,  0.227
     0,      1,  0.353
     0,      1,  0.353
     0,      1,  0.367
     1,      1,  0.310
     1,      1,  0.313
     0,      1,  0.329
     1,      1,  0.294
     1,      1,  0.317
     1,      1,  0.337
     1,      0,  0.001
     1,      0,  0.000
     1,      1,  0.410
     1,      1,  0.428
     1,      1,  0.478
     0,      1,  0.264
     1,      1,  0.294
     1,      1,  0.241
     1,      1,  0.464
     1,      0,  0.000
     1,      1,  0.501
     1,      1,  0.110
     1,      1,  0.448
     1,      1,  0.282
     1,      1,  0.354
     1,      1,  0.306
     0,      1,  0.236
     1,      1,  0.470
     0,      1,  0.074
     1,      1,  0.154
     1,      1,  0.095
     1,      1,  0.383
     1,      1,  0.281
     1,      0,  0.001
     1,      1,  0.160
     1,      1,  0.280
     0,      1,  0.073
     1,      1,  0.436
     1,      0,  0.001
     1,      1,  0.166
     1,      1,  0.380
     1,      1,  0.383
     1,      0,  0.001
     0,      1,  0.242
     1,      1,  0.227
     1,      1,  0.481
     1,      1,  0.353
     1,      1,  0.319
     1,      1,  0.290
     1,      1,  0.293
     1,      1,  0.139
     1,      1,  0.226
     1,      1,  0.138
     1,      1,  0.353
     1,      1,  0.354
     1,      0,  0.001
     1,      0,  0.001
     1,      1,  0.333
     1,      1,  0.232
     1,      1,  0.408
     1,      0,  0.034
     1,      1,  0.240
     1,      1,  0.220
     1,      1,  0.388
     1,      0,  0.001
     1,      0,  0.002
     1,      1,  0.311
     1,      1,  0.289
     1,      1,  0.418
     1,      1,  0.326
     1,      1,  0.370
     1,      1,  0.413
     1,      1,  0.288
     1,      1,  0.139
     1,      1,  0.291
     1,      1,  0.053
     0,      1,  0.396
     1,      1,  0.302
     0,      1,  0.176
     1,      1,  0.422
     0,      1,  0.315
     1,      1,  0.464
     1,      1,  0.283
     1,      1,  0.286
     1,      1,  0.302
     1,      1,  0.242
     1,      1,  0.225
     1,      1,  0.291
     0,      1,  0.126
     1,      1,  0.205
     1,      1,  0.114
     1,      1,  0.412
     1,      0,  0.001
     1,      1,  0.363
     0,      1,  0.382
     1,      0,  0.001
     1,      1,  0.514
     1,      1,  0.462
     1,      1,  0.408
     1,      1,  0.312
     1,      0,  0.000
     0,      1,  0.239
     1,      1,  0.299
     1,      1,  0.338
     1,      1,  0.372
     1,      1,  0.297
     1,      1,  0.467
     1,      1,  0.326
     1,      1,  0.271
     1,      1,  0.501
     1,      1,  0.310
     1,      1,  0.314
     1,      1,  0.364
     1,      0,  0.002
     0,      1,  0.094
     0,      1,  0.356
     0,      1,  0.113
     1,      0,  0.001
     1,      1,  0.228
     1,      1,  0.253
     1,      1,  0.265
     1,      1,  0.277
     1,      1,  0.190
     1,      1,  0.300
     1,      1,  0.365
     1,      1,  0.212
     1,      1,  0.329
     1,      1,  0.442
     1,      1,  0.356
     0,      1,  0.188
     1,      0,  0.001
     1,      1,  0.353
     1,      1,  0.397
     0,      1,  0.384
     1,      1,  0.359
     1,      1,  0.430
     1,      1,  0.306
     0,      1,  0.226
     0,      1,  0.249
     1,      1,  0.334
     1,      1,  0.196
     1,      0,  0.001
     1,      1,  0.353
     1,      1,  0.320
     0,      1,  0.353
     1,      1,  0.408
     1,      0,  0.001
     1,      1,  0.153
     1,      0,  0.001
     1,      1,  0.403
     1,      1,  0.353
     1,      1,  0.365
     1,      1,  0.534
     1,      1,  0.355
     1,      1,  0.136
     1,      0,  0.001
     1,      1,  0.385
     1,      1,  0.388
     1,      1,  0.082
     1,      1,  0.204
     1,      1,  0.270
     1,      1,  0.313
     1,      0,  0.001
     1,      1,  0.350
     1,      1,  0.190
     1,      1,  0.259
     1,      1,  0.142
     1,      1,  0.051
     1,      1,  0.119
     1,      0,  0.000
     1,      0,  0.000
     1,      1,  0.226
     1,      1,  0.431
     1,      1,  0.228
     1,      1,  0.399
     1,      1,  0.315
     0,      1,  0.377
     1,      1,  0.279
     1,      1,  0.149
     1,      1,  0.132
     1,      1,  0.200
     1,      1,  0.289
     1,      1,  0.386
     1,      1,  0.409
     1,      1,  0.367
     1,      1,  0.248
     1,      1,  0.470
     1,      1,  0.408
     1,      0,  0.001
     1,      1,  0.265
     1,      1,  0.299
     1,      1,  0.451
     1,      1,  0.435
     1,      1,  0.245
     1,      1,  0.455
     0,      1,  0.320
     1,      1,  0.194
     1,      1,  0.272
     0,      1,  0.274
     1,      1,  0.453
     1,      1,  0.247
     1,      1,  0.275
     0,      1,  0.272
     1,      1,  0.448
     1,      1,  0.254
     1,      0,  0.001
     1,      1,  0.265
     1,      1,  0.375
     1,      1,  0.368
     1,      1,  0.311
     1,      1,  0.304
     0,      1,  0.307
     1,      0,  0.001
     1,      0,  0.000
     1,      1,  0.281
     1,      1,  0.277
     1,      1,  0.306
     1,      1,  0.358
     1,      1,  0.111
     1,      1,  0.297
     1,      1,  0.387
     1,      1,  0.300
     0,      1,  0.125
     0,      1,  0.285
     1,      1,  0.331
     0,      1,  0.353
     0,      1,  0.291
     1,      1,  0.232
     1,      0,  0.000
     0,      1,  0.341
     1,      1,  0.151
     1,      1,  0.330
     0,      1,  0.325
     1,      1,  0.281
     1,      1,  0.351
     1,      1,  0.200
     1,      0,  0.000
     1,      1,  0.355
     1,      1,  0.293
     0,      1,  0.198
     1,      1,  0.202
     1,      1,  0.324
     1,      0,  0.000
     0,      1,  0.216
     1,      1,  0.265
     1,      0,  0.001
     1,      1,  0.281
     1,      1,  0.378
     1,      1,  0.340
     1,      1,  0.370
     1,      1,  0.299
     0,      1,  0.298
     1,      1,  0.322
     0,      1,  0.347
     0,      1,  0.422
     1,      1,  0.298
     1,      1,  0.482
     1,      1,  0.323
     1,      0,  0.001
     1,      1,  0.332
     1,      1,  0.254
     1,      1,  0.431
     1,      1,  0.455
     1,      1,  0.349
     0,      1,  0.403
     1,      1,  0.314
     1,      0,  0.001
     1,      1,  0.353
     1,      1,  0.241
     1,      1,  0.372
     1,      1,  0.307
     1,      1,  0.192
     1,      1,  0.156
     0,      1,  0.370
     0,      1,  0.203
     1,      1,  0.300
     1,      1,  0.292
     0,      1,  0.353
     1,      1,  0.349
     1,      1,  0.386
     1,      1,  0.387
     1,      1,  0.306
     0,      0,  0.001
     1,      1,  0.307
     1,      1,  0.353
     1,      1,  0.278
     1,      1,  0.407
     0,      1,  0.290
     0,      1,  0.380
     0,      1,  0.307
     1,      1,  0.363
     1,      1,  0.201
     1,      0,  0.000
     1,      1,  0.273
     1,      1,  0.207
     1,      1,  0.319
     1,      1,  0.061
     1,      0,  0.000
     1,      1,  0.061
     1,      0,  0.002
     1,      1,  0.260
     1,      1,  0.420
     1,      0,  0.000
     1,      1,  0.272
     0,      1,  0.267
     0,      1,  0.223
     1,      1,  0.353
     1,      0,  0.001
     1,      1,  0.457
     1,      1,  0.353
     1,      1,  0.278
     0,      1,  0.172
     1,      1,  0.172
     1,      0,  0.001
     1,      1,  0.353
     0,      1,  0.386
     1,      1,  0.355
     1,      0,  0.001
     1,      1,  0.272
     0,      1,  0.400
     1,      1,  0.365
     1,      1,  0.339
     1,      1,  0.354
     1,      1,  0.142
     1,      0,  0.001
     1,      1,  0.240
     1,      1,  0.475
     0,      1,  0.353
     1,      1,  0.222
     0,      1,  0.329
     1,      1,  0.414
     1,      1,  0.122
     0,      1,  0.238
     1,      1,  0.240
     1,      1,  0.244
     1,      1,  0.446
     1,      0,  0.001
     1,      1,  0.339
     1,      1,  0.276
     0,      1,  0.321
     1,      1,  0.179
     1,      1,  0.231
     1,      1,  0.208
     1,      1,  0.285
     0,      1,  0.310
     0,      1,  0.313
     1,      1,  0.317
     1,      1,  0.168
     1,      1,  0.238
     1,      1,  0.410
     1,      1,  0.229
     1,      1,  0.221
     1,      0,  0.001
     0,      1,  0.455
     0,      1,  0.508
     1,      0,  0.000
     1,      1,  0.219
     1,      1,  0.412
     1,      1,  0.295
     1,      1,  0.106
     1,      0,  0.000
     0,      1,  0.213
     1,      1,  0.165
     1,      1,  0.181
     1,      1,  0.190
     0,      1,  0.306
     1,      0,  0.001
     1,      1,  0.352
     1,      1,  0.198
     1,      1,  0.268
     0,      1,  0.244
     1,      1,  0.371
     1,      1,  0.223
     1,      1,  0.186
     1,      1,  0.403
     1,      1,  0.297
     1,      1,  0.212
     0,      1,  0.267
     1,      1,  0.328
     1,      1,  0.416
     0,      1,  0.329
     1,      0,  0.000
     1,      1,  0.188
     0,      1,  0.398
     1,      0,  0.001
     1,      1,  0.202
     1,      1,  0.427
     1,      1,  0.254
     0,      1,  0.206
     1,      1,  0.272
     0,      1,  0.154
     0,      1,  0.425
     1,      1,  0.430
     1,      1,  0.230
     1,      0,  0.000
     1,      1,  0.170
     1,      1,  0.464
     1,      1,  0.360
     0,      1,  0.146
     1,      1,  0.106
     0,      1,  0.425
     1,      1,  0.409
     1,      1,  0.422
     1,      1,  0.405
     1,      1,  0.353
     1,      0,  0.002
     1,      1,  0.244
     1,      1,  0.111
     1,      1,  0.261
     1,      1,  0.358
     1,      1,  0.300
     1,      1,  0.382
     1,      1,  0.292
     1,      0,  0.001
     1,      1,  0.328
     0,      1,  0.353
     1,      1,  0.161
     1,      0,  0.000
     1,      1,  0.355
     1,      1,  0.312
     1,      1,  0.367
     1,      1,  0.354
     1,      1,  0.353
     1,      1,  0.083
     1,      1,  0.174
     1,      1,  0.146
     1,      1,  0.102
     1,      1,  0.169
     1,      1,  0.199
     1,      1,  0.332
     1,      1,  0.343
     1,      1,  0.129
     1,      0,  0.000
     1,      0,  0.000
     1,      1,  0.405
     1,      1,  0.245
     1,      1,  0.189
     1,      1,  0.310
     1,      1,  0.412
     1,      1,  0.408
     0,      1,  0.378
     0,      1,  0.220
     1,      1,  0.206
     0,      1,  0.285
     0,      1,  0.325
     1,      0,  0.000
     1,      1,  0.331
     1,      1,  0.350
     1,      1,  0.354
     1,      1,  0.152
     1,      0,  0.000
     1,      1,  0.113
     0,      1,  0.306
     0,      1,  0.279
     1,      1,  0.323
     1,      1,  0.386
     0,      1,  0.354
     1,      1,  0.474
     1,      1,  0.255
     1,      1,  0.203
     1,      1,  0.474
     1,      1,  0.133
     1,      0,  0.000
     1,      1,  0.152
     1,      1,  0.282
     0,      1,  0.353
     1,      1,  0.192
     1,      1,  0.276
     1,      1,  0.424
     0,      1,  0.249
     1,      1,  0.219
     1,      1,  0.143
     1,      0,  0.001
     1,      1,  0.275
     1,      1,  0.297
     1,      1,  0.420
     1,      1,  0.250
     1,      0,  0.001
     0,      1,  0.106
     1,      1,  0.490
     1,      1,  0.124
     1,      0,  0.036
     1,      1,  0.245
     1,      1,  0.234
     1,      1,  0.410
     1,      1,  0.200
     1,      0,  0.001
     1,      0,  0.001
     1,      1,  0.386
     1,      1,  0.211
     1,      1,  0.159
     0,      1,  0.346
     1,      1,  0.301
     1,      1,  0.123
     1,      1,  0.155
     1,      1,  0.253
     0,      1,  0.295
     1,      1,  0.390
     1,      0,  0.001
     0,      1,  0.315
     1,      1,  0.175
     1,      1,  0.398
     1,      1,  0.400
     0,      1,  0.418
     1,      1,  0.462
     1,      1,  0.378
     0,      1,  0.267
     1,      0,  0.000
     1,      1,  0.429
     1,      1,  0.219
     1,      1,  0.293
     1,      1,  0.376
     1,      1,  0.360
     1,      1,  0.295
     1,      1,  0.362
     0,      1,  0.441
     1,      1,  0.288
     1,      1,  0.298
     1,      1,  0.364
     1,      1,  0.355
     1,      1,  0.381
     1,      1,  0.283
     1,      0,  0.001
     1,      1,  0.378
     0,      1,  0.269
     1,      1,  0.386
     0,      1,  0.381
     0,      1,  0.312
     1,      1,  0.349
     1,      0,  0.000
     1,      1,  0.299
     1,      1,  0.353
     1,      1,  0.313
     1,      1,  0.323
     0,      1,  0.287
     1,      0,  0.000
     1,      1,  0.421
     1,      1,  0.417
     0,      1,  0.221
     0,      1,  0.293
     1,      0,  0.001
     0,      1,  0.314
     1,      1,  0.254
     1,      1,  0.209
     1,      0,  0.000
     1,      1,  0.294
     1,      0,  0.001
     1,      1,  0.313
     1,      0,  0.002
     1,      1,  0.398
     1,      1,  0.144
     1,      1,  0.337
     1,      0,  0.002
     1,      1,  0.354
     1,      1,  0.143
     1,      0,  0.001
     1,      1,  0.294
     1,      1,  0.492
     1,      1,  0.294
     0,      1,  0.320
     1,      1,  0.211
     1,      1,  0.146
     1,      1,  0.480
     1,      1,  0.216
     1,      1,  0.429
     1,      1,  0.295
     1,      1,  0.239
     1,      1,  0.295
     1,      1,  0.417
     1,      1,  0.295
     1,      1,  0.313
     1,      1,  0.335
     1,      1,  0.313
     0,      1,  0.408
     1,      1,  0.244
     1,      1,  0.250
     1,      0,  0.001
     1,      1,  0.313
     0,      1,  0.468
     0,      0,  0.001
     1,      1,  0.409
     1,      1,  0.106
     1,      1,  0.499
     1,      1,  0.462
     1,      0,  0.000
     1,      1,  0.316
     1,      1,  0.281
     1,      1,  0.199
     1,      0,  0.000
     1,      1,  0.399
     1,      1,  0.187
     1,      1,  0.198
     1,      1,  0.199
     0,      1,  0.208
     1,      1,  0.199
     1,      1,  0.240
     1,      1,  0.250
     1,      0,  0.001
     1,      1,  0.220
     1,      1,  0.301
     1,      1,  0.181
     1,      1,  0.250
     1,      0,  0.001
     0,      1,  0.240
     1,      1,  0.359
     1,      1,  0.271
     1,      1,  0.156
     1,      1,  0.277
     1,      1,  0.365
     1,      0,  0.001
     1,      1,  0.280
     1,      0,  0.001
     1,      1,  0.278
     1,      1,  0.189
     1,      0,  0.001
     1,      1,  0.390
     1,      1,  0.487
     1,      1,  0.363
     1,      1,  0.174
     1,      1,  0.272
     1,      1,  0.097
     1,      1,  0.495
     1,      0,  0.001
     1,      1,  0.283
     1,      1,  0.354
     1,      1,  0.074
     1,      1,  0.260
     1,      0,  0.001
     0,      1,  0.095
     1,      1,  0.347
     1,      1,  0.277
     1,      1,  0.340
     1,      1,  0.271
     1,      1,  0.200
     1,      1,  0.193
     1,      1,  0.271
     1,      1,  0.230
     1,      0,  0.001
     1,      1,  0.122
     0,      1,  0.459
     1,      1,  0.405
     1,      1,  0.186
     1,      0,  0.001
     1,      1,  0.270
     1,      1,  0.375
     1,      1,  0.427
     1,      1,  0.294
     1,      1,  0.351
     1,      1,  0.211
     1,      1,  0.360
     1,      0,  0.001
     1,      1,  0.354
     1,      1,  0.372
     1,      1,  0.353
     1,      1,  0.328
     0,      1,  0.386
     0,      1,  0.270
     0,      1,  0.161
     1,      1,  0.231
     1,      1,  0.299
     1,      1,  0.168
     0,      1,  0.284
     1,      1,  0.476
     1,      1,  0.341
     1,      1,  0.341
     1,      0,  0.001
     1,      0,  0.001
     1,      1,  0.370
     1,      1,  0.380
     1,      1,  0.279
     1,      1,  0.245
     0,      1,  0.304
     1,      0,  0.000
     1,      1,  0.354
     1,      1,  0.450
     1,      1,  0.456
     1,      0,  0.002
     1,      1,  0.062
     1,      1,  0.314
     1,      1,  0.166
     1,      1,  0.061
     1,      1,  0.387
     1,      1,  0.321
     1,      1,  0.228
     1,      1,  0.393
     1,      0,  0.001
     1,      1,  0.306
     0,      1,  0.235
     1,      1,  0.299
     1,      1,  0.298
     1,      1,  0.418
     1,      1,  0.144
     1,      1,  0.205
     1,      1,  0.366
     1,      1,  0.274
     1,      1,  0.492
     1,      1,  0.344
     1,      0,  0.001
     1,      1,  0.431
     1,      1,  0.150
     1,      1,  0.334
     1,      1,  0.248
     1,      1,  0.220
     1,      0,  0.001
     1,      0,  0.000
     1,      1,  0.450
     1,      0,  0.001
     1,      1,  0.285
     1,      1,  0.442
     1,      1,  0.403
     1,      1,  0.363
     1,      1,  0.249
     1,      1,  0.207
     1,      1,  0.315
     1,      1,  0.189
     1,      1,  0.296
     1,      1,  0.382
     1,      1,  0.205
     1,      1,  0.225
     1,      1,  0.276
     1,      1,  0.276
     1,      1,  0.446
     0,      1,  0.407
     1,      1,  0.240
     1,      1,  0.353
     1,      1,  0.407
     1,      1,  0.290
     1,      1,  0.374
     1,      1,  0.385
     1,      0,  0.001
     1,      1,  0.133
     1,      1,  0.337
     1,      1,  0.316
     0,      1,  0.376
     1,      1,  0.247
     1,      1,  0.335
     1,      0,  0.000
     0,      1,  0.353
     1,      1,  0.287
     1,      1,  0.156
     1,      1,  0.307
     1,      1,  0.127
     1,      1,  0.356
     0,      1,  0.243
     1,      1,  0.313
     1,      1,  0.156
     1,      1,  0.279
     1,      1,  0.458
     0,      1,  0.308
     1,      1,  0.333
     1,      1,  0.257
     1,      1,  0.240
     1,      1,  0.170
     1,      1,  0.406
     1,      1,  0.272
     1,      1,  0.265
     1,      0,  0.000
     1,      0,  0.000
     1,      1,  0.353
     1,      1,  0.275
     1,      1,  0.197
     1,      1,  0.227
     1,      1,  0.212
     1,      1,  0.409
     1,      1,  0.409
     1,      0,  0.000
     0,      1,  0.318
     1,      1,  0.249
     1,      1,  0.445
     1,      1,  0.311
     0,      1,  0.353
     1,      1,  0.219
     0,      1,  0.263
     1,      1,  0.311
     1,      1,  0.262
     1,      1,  0.210
     1,      1,  0.386
     1,      1,  0.404
     1,      1,  0.361
     1,      1,  0.301
     0,      1,  0.344
     1,      1,  0.285
     0,      1,  0.261
     1,      1,  0.321
     1,      0,  0.001
     1,      0,  0.001
     1,      1,  0.095
     1,      1,  0.339
     1,      1,  0.352
     1,      1,  0.206
     1,      1,  0.125
     1,      0,  0.000
     1,      1,  0.369
     1,      1,  0.298
     1,      1,  0.520
     1,      1,  0.403
     1,      1,  0.333
     1,      1,  0.353
     1,      1,  0.354
     0,      1,  0.496
     1,      1,  0.128
     1,      1,  0.456
     1,      0,  0.002
     1,      1,  0.278
     0,      1,  0.416
     1,      1,  0.276
     1,      1,  0.301
     0,      1,  0.381
     1,      1,  0.387
     1,      1,  0.294
     1,      1,  0.386
     1,      1,  0.330
     0,      1,  0.391
     0,      0,  0.001
     1,      0,  0.001
     0,      1,  0.308
     1,      1,  0.149
     1,      1,  0.327
     1,      0,  0.001
     1,      1,  0.216
     0,      1,  0.322
     1,      1,  0.365
     1,      1,  0.213
     1,      0,  0.000
     1,      1,  0.403
     1,      0,  0.000
     1,      1,  0.399
     1,      1,  0.205
     1,      1,  0.368
     1,      1,  0.148
     1,      1,  0.488
     0,      1,  0.398
     1,      0,  0.000
     1,      1,  0.559
     1,      1,  0.323
     1,      1,  0.298
     1,      1,  0.353
     1,      1,  0.286
     1,      1,  0.480
     0,      1,  0.417
     1,      1,  0.089
     1,      0,  0.001
     1,      1,  0.282
     1,      1,  0.068
     1,      1,  0.321
     1,      0,  0.000
     1,      1,  0.383
     1,      1,  0.291
     1,      0,  0.001
     1,      1,  0.215
     0,      1,  0.161
     1,      1,  0.271
     1,      1,  0.345
     1,      1,  0.360
     1,      0,  0.002
     0,      1,  0.253
     0,      1,  0.160
     1,      1,  0.278
     1,      1,  0.271
     1,      1,  0.205
     0,      1,  0.183
     1,      1,  0.143
     1,      1,  0.382
     1,      1,  0.365
     0,      1,  0.319
     1,      1,  0.286
     1,      1,  0.448
     1,      0,  0.001
     1,      1,  0.447
     1,      1,  0.220
     1,      1,  0.278
     1,      1,  0.353
     1,      1,  0.417
     1,      1,  0.441
     1,      0,  0.001
     0,      1,  0.359
     1,      1,  0.252
     1,      1,  0.389
     1,      1,  0.329
     1,      1,  0.178
     1,      1,  0.451
     1,      0,  0.000
     1,      1,  0.367
     1,      1,  0.323
     1,      1,  0.319
     1,      1,  0.183
     1,      1,  0.233
     1,      1,  0.214
     1,      0,  0.000
     1,      1,  0.187
     1,      1,  0.222
     0,      1,  0.449
     0,      1,  0.155
     1,      0,  0.001
     1,      1,  0.242
     0,      1,  0.339
     1,      1,  0.382
     1,      1,  0.339
     1,      1,  0.386
     1,      1,  0.353
     1,      1,  0.094
     1,      1,  0.308
     1,      1,  0.287
     1,      1,  0.321
     1,      1,  0.185
     1,      1,  0.203
     1,      1,  0.462
     1,      1,  0.214
     1,      1,  0.253
     1,      0,  0.000
     1,      1,  0.353
     1,      1,  0.380
     1,      1,  0.380
     1,      1,  0.319
     1,      1,  0.305
     0,      1,  0.141
     0,      1,  0.342
     1,      1,  0.216
     0,      1,  0.376
     0,      1,  0.335
     1,      0,  0.000
     1,      1,  0.129
     1,      1,  0.353
     1,      1,  0.306
     1,      0,  0.001
     1,      1,  0.453
     1,      1,  0.334
     1,      0,  0.002
     1,      1,  0.290
     1,      1,  0.422
     1,      1,  0.379
     1,      1,  0.368
     1,      0,  0.001
     0,      1,  0.192
     0,      1,  0.155
     1,      0,  0.001
     1,      1,  0.519
     1,      1,  0.397
     1,      1,  0.185
     1,      1,  0.300
     1,      1,  0.162
     1,      1,  0.245
     1,      1,  0.424
     1,      1,  0.234
     1,      1,  0.385
     1,      1,  0.227
     1,      1,  0.371
     1,      0,  0.001
     1,      1,  0.355
     1,      1,  0.348
     1,      1,  0.327
     1,      0,  0.001
     0,      1,  0.160
     0,      1,  0.319
     1,      1,  0.323
     1,      0,  0.000
     1,      1,  0.326
     0,      0,  0.000
     0,      1,  0.304
     1,      1,  0.393
     1,      1,  0.308
     0,      1,  0.269
     1,      1,  0.407
     0,      1,  0.273
     1,      0,  0.001
     1,      1,  0.126
     1,      1,  0.124
     1,      1,  0.449
     0,      1,  0.193
     0,      1,  0.351
     1,      0,  0.001
     1,      1,  0.257
     0,      1,  0.488
     0,      1,  0.277
     1,      0,  0.001
     0,      1,  0.290
     1,      0,  0.002
     1,      0,  0.001
     0,      1,  0.293
     0,      1,  0.287
     1,      0,  0.002
     0,      1,  0.194
     1,      0,  0.001
     1,      1,  0.477
     0,      1,  0.240
     0,      1,  0.279
     0,      1,  0.402
     1,      1,  0.385
     1,      1,  0.402
     1,      1,  0.336
     1,      1,  0.112
     1,      1,  0.204
     0,      1,  0.383
     1,      1,  0.450
     0,      1,  0.183
     1,      0,  0.001
     1,      1,  0.069
     1,      1,  0.457
     1,      1,  0.258
     1,      1,  0.294
     1,      0,  0.001
     1,      1,  0.094
     1,      1,  0.453
     1,      0,  0.000
     1,      0,  0.000
     0,      0,  0.001
     1,      1,  0.377
     1,      0,  0.000
     1,      1,  0.234
     1,      1,  0.327
     1,      1,  0.306
     1,      1,  0.126
     0,      1,  0.233
     1,      1,  0.319
     1,      1,  0.407
     1,      1,  0.382
     1,      1,  0.354
     1,      0,  0.001
     0,      1,  0.353
     0,      0,  0.001
     1,      0,  0.000
     1,      1,  0.353
     1,      1,  0.354
     1,      0,  0.001
     1,      1,  0.395
     1,      1,  0.399
     1,      1,  0.302
     1,      1,  0.229
     1,      1,  0.219
     1,      0,  0.001
     1,      1,  0.140
     1,      1,  0.265
     1,      1,  0.353
     1,      0,  0.001
     0,      1,  0.090
     1,      1,  0.353
     1,      1,  0.462
     1,      1,  0.438
     1,      1,  0.295
     0,      1,  0.353
     1,      1,  0.222
     1,      1,  0.270
     1,      1,  0.170
     1,      1,  0.365
     1,      1,  0.504
     0,      1,  0.444
     1,      1,  0.283
     1,      1,  0.296
     1,      1,  0.340
     0,      1,  0.353
     1,      1,  0.353
     1,      1,  0.490
     1,      1,  0.377
     1,      1,  0.353
     1,      1,  0.189
     0,      1,  0.382
     0,      1,  0.236
     1,      1,  0.286
     0,      1,  0.375
     0,      1,  0.345
     1,      1,  0.406
     1,      1,  0.374
     1,      1,  0.278
     1,      1,  0.092
     1,      1,  0.235
     1,      1,  0.154
     1,      1,  0.229
     1,      1,  0.334
     0,      1,  0.357
     0,      1,  0.199
     1,      1,  0.352
     0,      1,  0.274
     1,      1,  0.387
     1,      1,  0.202
     1,      0,  0.035
     1,      1,  0.426
     1,      0,  0.000
     0,      1,  0.258
     1,      1,  0.344
     1,      0,  0.000
     1,      1,  0.283
     1,      1,  0.272
     1,      1,  0.269
     1,      1,  0.319
     0,      1,  0.295
     1,      1,  0.295
     1,      1,  0.269
     1,      1,  0.273
     1,      1,  0.253
     1,      0,  0.000
     1,      1,  0.234
     1,      1,  0.367
     0,      1,  0.410
     1,      1,  0.253
     1,      1,  0.352
     1,      0,  0.000
     1,      1,  0.341
     1,      1,  0.391
     1,      1,  0.362
     1,      1,  0.284
     1,      0,  0.000
     1,      1,  0.291
     1,      0,  0.001
     1,      1,  0.174
     1,      1,  0.333
     1,      1,  0.287
     1,      1,  0.422
     0,      1,  0.393
     0,      1,  0.234
     1,      1,  0.273
     1,      1,  0.246
     1,      1,  0.310
     1,      1,  0.365
     1,      0,  0.000
     1,      1,  0.298
     1,      1,  0.382
     1,      1,  0.234
     0,      1,  0.433
     0,      1,  0.285
     1,      1,  0.288
     1,      1,  0.361
     1,      0,  0.001
     1,      1,  0.499
     1,      1,  0.303
     1,      1,  0.194
     1,      0,  0.000
     1,      1,  0.115
     1,      1,  0.239
     1,      1,  0.308
     1,      1,  0.394
     0,      1,  0.292
     1,      1,  0.352
     1,      1,  0.170
     1,      1,  0.410
     1,      1,  0.170
     0,      1,  0.318
     0,      1,  0.337
     1,      0,  0.005
     1,      1,  0.252
     1,      1,  0.369
     0,      1,  0.235
     1,      0,  0.047
     0,      1,  0.266
     1,      1,  0.262
     1,      1,  0.299
     1,      1,  0.351
     1,      1,  0.392
     1,      1,  0.352
     1,      1,  0.416
     0,      1,  0.166
     1,      1,  0.326
     0,      1,  0.414
     1,      1,  0.337
     1,      0,  0.001
     1,      1,  0.449
